date,state,district,pincode,bio_age_5_17,bio_age_17_,match
01-03-2025,dadra and nagar haveli and daman and diu,daman,396210,52,179,False
01-03-2025,andhra pradesh,east godavari,507126,47,74,False
01-03-2025,bihar,bhagalpur,813113,164,66,False
01-03-2025,mizoram,kolasib,796075,230,56,False
01-03-2025,west bengal,murshidabad,742182,12,35,False
01-03-2025,uttar pradesh,lucknow,227205,365,258,False
01-03-2025,west bengal,cooch behar,736132,19,19,False
01-03-2025,karnataka,mysuru,570024,12,11,False
01-03-2025,tamil nadu,nagapattinam,610211,15,3,False
01-03-2025,tamil nadu,theni,625582,213,348,False
01-03-2025,rajasthan,ganganagar,335023,20,40,False
01-03-2025,goa,north goa,403004,10,27,False
01-03-2025,west bengal,murshidabad,742181,84,120,False
01-03-2025,uttar pradesh,rampur,202411,49,20,False
01-03-2025,west bengal,cooch behar,736177,11,7,False
01-03-2025,rajasthan,jaipur,302032,22,54,False
01-03-2025,west bengal,north 24 parganas,700098,15,44,False
01-03-2025,uttar pradesh,sant kabir nagar,272170,143,140,False
01-03-2025,maharashtra,nanded,431646,115,243,False
01-03-2025,bihar,bhagalpur,813228,35,45,False
01-03-2025,uttar pradesh,bulandshahr,245402,133,57,False
01-03-2025,telangana,mahabubnagar,509401,187,322,False
01-03-2025,bihar,purnia,854206,379,743,False
01-03-2025,west bengal,paschim medinipur,721258,27,33,False
01-03-2025,tamil nadu,pudukkottai,622408,34,20,False
01-03-2025,gujarat,amreli,365565,130,180,False
01-03-2025,west bengal,birbhum,731213,152,168,False
01-03-2025,gujarat,mahesana,382710,119,114,False
01-03-2025,uttar pradesh,baghpat,250515,198,66,False
01-03-2025,uttar pradesh,mainpuri,205130,45,19,False
01-03-2025,andhra pradesh,east godavari,507134,131,38,False
01-03-2025,gujarat,valsad,396235,83,127,False
01-03-2025,maharashtra,nagpur,440009,295,768,False
01-03-2025,uttar pradesh,unnao,241503,1852,787,False
01-03-2025,west bengal,bankura,722165,22,28,False
01-03-2025,west bengal,cooch behar,736174,17,19,False
01-03-2025,uttar pradesh,lucknow,227125,186,266,False
01-03-2025,bihar,arwal,804430,14,23,False
01-03-2025,uttar pradesh,jaunpur,222113,55,59,False
01-03-2025,uttar pradesh,firozabad,205152,183,88,False
01-03-2025,uttar pradesh,bulandshahr,202393,1446,265,False
01-03-2025,madhya pradesh,panna,488101,11,50,False
01-03-2025,bihar,banka,813123,34,46,False
01-03-2025,karnataka,hassan,573150,15,10,False
01-03-2025,uttar pradesh,firozabad,205141,128,100,False
01-03-2025,tamil nadu,the nilgiris,643228,19,23,False
01-03-2025,chhattisgarh,dakshin bastar dantewada,494551,26,40,False
01-03-2025,gujarat,tapi,394360,19,40,False
01-03-2025,rajasthan,ganganagar,335771,113,187,False
01-03-2025,jammu and kashmir,samba,184120,93,87,False
01-03-2025,tamil nadu,tirunelveli,627810,11,19,False
01-03-2025,uttar pradesh,budaun,202520,337,131,False
01-03-2025,west bengal,bankura,723168,10,13,False
01-03-2025,punjab,amritsar,143110,313,815,False
01-03-2025,andhra pradesh,east godavari,533240,92,49,False
01-03-2025,puducherry,puducherry,533464,52,49,False
01-03-2025,bihar,bhojpur,802237,12,38,False
01-03-2025,uttar pradesh,jaunpur,222101,37,43,False
01-03-2025,maharashtra,nagpur,440004,38,95,False
01-03-2025,haryana,ambala,134011,20,70,False
01-03-2025,bihar,munger,813321,301,692,False
01-03-2025,uttar pradesh,baghpat,250602,42,17,False
01-03-2025,uttar pradesh,sambhal,202527,625,96,False
01-03-2025,uttar pradesh,budaun,202526,300,84,False
01-03-2025,bihar,samastipur,848118,18,24,False
01-03-2025,uttar pradesh,saharanpur,247665,26,10,False
01-03-2025,gujarat,kachchh,370640,42,36,False
01-03-2025,rajasthan,nagaur,341542,29,44,False
01-03-2025,andhra pradesh,west godavari,507121,81,52,False
01-03-2025,west bengal,bankura,722163,11,15,False
01-03-2025,dadra and nagar haveli and daman and diu,diu,362520,37,22,False
01-03-2025,kerala,thiruvananthapuram,695581,34,50,False
01-03-2025,bihar,gaya,805130,13,83,False
01-03-2025,uttar pradesh,farrukhabad,207504,86,40,False
01-03-2025,andhra pradesh,west godavari,507301,13,3,False
01-03-2025,rajasthan,ganganagar,335705,27,55,False
01-03-2025,telangana,adilabad,504215,61,45,False
01-03-2025,haryana,ambala,133021,30,48,False
01-03-2025,uttar pradesh,farrukhabad,207505,225,74,False
01-03-2025,jammu and kashmir,jammu,184120,22,82,False
01-03-2025,bihar,banka,813116,37,29,False
01-03-2025,west bengal,murshidabad,742190,27,33,False
01-03-2025,himachal pradesh,sirmaur,173028,21,26,False
01-03-2025,uttar pradesh,gautam buddha nagar,201308,45,68,False
01-03-2025,west bengal,hooghly,712707,30,54,False
01-03-2025,west bengal,murshidabad,742403,17,15,False
01-03-2025,west bengal,south 24 parganas,743398,29,37,False
01-03-2025,gujarat,junagadh,362229,15,43,False
01-03-2025,west bengal,cooch behar,736180,15,45,False
01-03-2025,uttar pradesh,sonbhadra,232221,298,196,False
01-03-2025,chhattisgarh,sukma,494115,24,96,False
01-03-2025,uttar pradesh,firozabad,205151,440,167,False
01-03-2025,west bengal,bankura,722180,19,18,False
01-03-2025,west bengal,murshidabad,742162,21,11,False
01-03-2025,bihar,aurangabad,824216,64,114,False
01-03-2025,west bengal,paschim medinipur,721502,31,16,False
01-03-2025,haryana,bhiwani,127110,18,43,False
01-03-2025,puducherry,puducherry,605110,83,162,False
01-03-2025,chhattisgarh,uttar bastar kanker,494665,15,58,False
01-03-2025,gujarat,vadodara,390008,62,135,False
01-03-2025,andhra pradesh,alluri sitharama raju,507134,24,8,False
01-03-2025,mizoram,champhai,796290,880,217,False
01-03-2025,uttar pradesh,shahjahanpur,242123,89,18,False
01-03-2025,telangana,hyderabad,500025,40,61,False
01-03-2025,uttar pradesh,lucknow,227308,129,159,False
01-03-2025,gujarat,ahmedabad,363610,67,130,False
01-03-2025,gujarat,botad,363610,13,1,False
01-03-2025,telangana,nalgonda,508222,44,41,False
01-03-2025,bihar,nalanda,805130,30,59,False
01-03-2025,west bengal,cooch behar,736118,13,17,False
01-03-2025,uttar pradesh,farrukhabad,207503,232,56,False
01-03-2025,bihar,vaishali,844141,40,46,False
01-03-2025,uttar pradesh,jaunpur,222107,57,22,False
01-03-2025,bihar,muzaffarpur,843165,70,158,False
01-03-2025,west bengal,uttar dinajpur,733144,22,46,False
01-03-2025,west bengal,hooghly,712704,28,75,False
01-03-2025,uttar pradesh,rampur,243701,2166,422,False
01-03-2025,gujarat,mahesana,382730,69,78,False
01-03-2025,gujarat,narmada,393155,59,123,False
01-03-2025,mizoram,aizawl,796230,17,4,False
01-03-2025,tamil nadu,nagapattinam,611118,12,31,False
01-03-2025,gujarat,porbandar,360560,76,85,False
01-03-2025,tamil nadu,viluppuram,606107,109,176,False
01-03-2025,west bengal,uttar dinajpur,733157,18,23,False
01-03-2025,gujarat,chhotaudepur,391175,20,17,False
01-03-2025,telangana,nizamabad,503188,76,58,False
01-03-2025,west bengal,jalpaiguri,735137,11,6,False
01-03-2025,andhra pradesh,eluru,507114,11,39,False
01-03-2025,punjab,jalandhar,144014,18,35,False
01-03-2025,bihar,samastipur,848220,12,26,False
01-03-2025,gujarat,mahesana,382820,31,53,False
01-03-2025,karnataka,bidar,585415,32,45,False
01-03-2025,maharashtra,nagpur,441002,286,767,False
01-03-2025,west bengal,bankura,722172,18,29,False
01-03-2025,chhattisgarh,raipur,492007,61,223,False
01-03-2025,bihar,samastipur,848111,46,33,False
01-03-2025,gujarat,gandhinagar,382715,14,21,False
01-03-2025,uttar pradesh,bulandshahr,245409,334,122,False
01-03-2025,uttar pradesh,farrukhabad,205302,130,67,False
01-03-2025,tamil nadu,viluppuram,605107,18,50,False
01-03-2025,west bengal,uttar dinajpur,733216,18,20,False
01-03-2025,uttar pradesh,lucknow,227305,372,458,False
01-03-2025,rajasthan,jaipur,303802,28,58,False
01-03-2025,uttar pradesh,sultanpur,228172,12,21,False
01-03-2025,west bengal,malda,732214,12,6,False
01-03-2025,jammu and kashmir,pulwama,192306,66,86,False
01-03-2025,west bengal,south 24 parganas,743391,20,34,False
01-03-2025,gujarat,vadodara,391175,19,56,False
01-03-2025,uttar pradesh,bulandshahr,245412,519,167,False
01-03-2025,himachal pradesh,mandi,176120,157,210,False
01-03-2025,uttar pradesh,bulandshahr,245408,766,212,False
01-03-2025,uttar pradesh,varanasi,221210,41,15,False
01-03-2025,dadra and nagar haveli and daman and diu,diu,362570,96,74,False
01-03-2025,tamil nadu,cuddalore,606107,20,6,False
01-03-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,88,261,False
01-03-2025,uttar pradesh,sambhal,202414,384,75,False
01-03-2025,gujarat,mahesana,382865,100,100,False
01-03-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,59,164,False
01-03-2025,uttarakhand,dehradun,248141,28,62,False
01-03-2025,west bengal,south 24 parganas,743384,22,28,False
01-03-2025,bihar,bhagalpur,813112,73,49,False
01-03-2025,mizoram,lawngtlai,796810,239,39,False
01-03-2025,uttar pradesh,firozabad,205147,174,74,False
01-03-2025,jammu and kashmir,anantnag,192102,16,28,False
01-03-2025,dadra and nagar haveli and daman and diu,daman,396220,21,52,False
01-03-2025,uttar pradesh,unnao,241502,492,162,False
01-03-2025,tamil nadu,chennai,600108,23,30,False
01-03-2025,karnataka,shivamogga,577450,23,13,False
01-03-2025,uttar pradesh,jaunpur,222112,21,18,False
01-03-2025,west bengal,darjeeling,734319,17,24,False
01-03-2025,gujarat,chhotaudepur,391155,55,52,False
01-03-2025,uttar pradesh,kanpur dehat,209715,405,156,False
01-03-2025,uttar pradesh,firozabad,205142,190,70,False
01-03-2025,gujarat,kachchh,370511,35,10,False
01-03-2025,chhattisgarh,bastar,494005,41,153,False
01-03-2025,himachal pradesh,kangra,176122,39,47,False
01-03-2025,bihar,patna,804454,106,163,False
01-03-2025,jharkhand,garhwa,822127,13,22,False
01-03-2025,west bengal,murshidabad,742157,83,183,False
01-03-2025,uttar pradesh,lucknow,227105,91,110,False
01-03-2025,bihar,muzaffarpur,843143,29,132,False
01-03-2025,uttar pradesh,fatehpur,216221,255,318,False
01-03-2025,west bengal,dakshin dinajpur,733154,14,12,False
01-03-2025,himachal pradesh,mandi,171304,93,102,False
01-03-2025,west bengal,dakshin dinajpur,733153,12,18,False
01-03-2025,chhattisgarh,korba,495678,127,200,False
01-03-2025,bihar,begusarai,851225,78,38,False
01-03-2025,uttar pradesh,sambhal,202412,658,204,False
01-03-2025,madhya pradesh,panna,488058,228,488,False
01-03-2025,bihar,jamui,811315,441,368,False
01-03-2025,gujarat,rajkot,364470,21,16,False
01-03-2025,mizoram,aizawl,796036,193,34,False
01-03-2025,bihar,nawada,805108,62,135,False
01-03-2025,telangana,hyderabad,500095,18,36,False
01-03-2025,assam,lakhimpur,784162,22,5,False
01-03-2025,tamil nadu,kallakurichi,606107,31,25,False
01-03-2025,chhattisgarh,rajnandgaon,491666,135,418,False
01-03-2025,uttar pradesh,bulandshahr,202397,256,47,False
01-03-2025,west bengal,bankura,722112,14,8,False
01-03-2025,west bengal,hooghly,712428,12,12,False
01-03-2025,west bengal,malda,732150,10,6,False
01-03-2025,tamil nadu,chennai,600112,98,125,False
01-03-2025,bihar,banka,813128,18,17,False
01-03-2025,karnataka,shivamogga,577447,43,28,False
01-03-2025,jammu and kashmir,udhampur,182117,117,184,False
01-03-2025,gujarat,valsad,396215,11,8,False
01-03-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,102,240,False
01-03-2025,gujarat,mahesana,382825,57,61,False
01-03-2025,uttar pradesh,firozabad,205135,268,164,False
01-03-2025,bihar,saran,841433,51,101,False
01-03-2025,uttar pradesh,bijnor,246738,51,12,False
01-03-2025,bihar,aurangabad,824130,31,41,False
01-03-2025,uttar pradesh,bulandshahr,202399,256,40,False
01-03-2025,gujarat,rajkot,364490,57,68,False
01-03-2025,gujarat,mahesana,382840,38,73,False
01-03-2025,bihar,nawada,805133,21,39,False
01-03-2025,bihar,patna,800111,165,208,False
01-03-2025,bihar,aurangabad,824218,68,48,False
01-03-2025,west bengal,south 24 parganas,743507,22,37,False
01-03-2025,chhattisgarh,sukma,494111,196,557,False
01-03-2025,odisha,jagatsinghapur,754159,11,16,False
01-03-2025,jammu and kashmir,srinagar,191123,32,95,False
01-03-2025,himachal pradesh,shimla,172030,16,24,False
01-03-2025,bihar,bhagalpur,813233,25,41,False
01-03-2025,bihar,muzaffarpur,843161,23,40,False
01-03-2025,west bengal,purba medinipur,721630,14,28,False
01-03-2025,bihar,sitamarhi,843351,35,77,False
01-03-2025,maharashtra,chandrapur,441228,85,346,False
01-03-2025,madhya pradesh,shajapur,465331,136,120,False
01-03-2025,uttar pradesh,bulandshahr,202392,466,89,False
01-03-2025,gujarat,ahmedabad,382440,400,808,False
01-03-2025,punjab,ludhiana,141017,32,50,False
01-03-2025,dadra and nagar haveli and daman and diu,daman,396215,13,32,False
01-03-2025,gujarat,mahesana,382705,129,213,False
01-03-2025,chhattisgarh,bastar,494115,117,462,False
01-03-2025,chhattisgarh,bijapur,494448,186,219,False
01-03-2025,gujarat,mahesana,384212,62,67,False
01-03-2025,uttar pradesh,firozabad,205145,399,147,False
01-03-2025,andhra pradesh,ananthapuramu,515767,98,18,False
01-03-2025,bihar,bhagalpur,813231,21,67,False
01-03-2025,uttar pradesh,moradabad,202413,446,187,False
01-03-2025,uttar pradesh,bijnor,246768,118,64,False
01-03-2025,uttar pradesh,mainpuri,206303,227,131,False
01-03-2025,bihar,samastipur,848237,38,72,False
01-03-2025,madhya pradesh,chhatarpur,471202,50,68,False
01-03-2025,uttar pradesh,moradabad,202414,82,28,False
01-03-2025,madhya pradesh,alirajpur,457893,265,441,False
01-03-2025,uttar pradesh,lucknow,227111,491,282,False
01-03-2025,tamil nadu,theni,625547,10,47,False
01-03-2025,uttar pradesh,saharanpur,247670,73,58,False
01-03-2025,west bengal,purba medinipur,721668,21,27,False
01-03-2025,mizoram,aizawl,796025,137,27,False
01-03-2025,andhra pradesh,alluri sitharama raju,507135,18,24,False
01-03-2025,madhya pradesh,panna,488051,83,330,False
01-03-2025,telangana,nagarkurnool,509401,27,43,False
01-03-2025,andhra pradesh,west godavari,507135,19,47,False
01-03-2025,tamil nadu,madurai,625502,20,14,False
01-03-2025,bihar,bhagalpur,813206,81,70,False
01-03-2025,gujarat,bhavnagar,365565,22,17,False
01-03-2025,karnataka,dakshina kannada,575027,10,21,False
01-03-2025,maharashtra,amravati,444728,73,260,False
01-03-2025,uttar pradesh,bulandshahr,245405,435,82,False
01-03-2025,gujarat,gandhinagar,382024,56,104,False
01-03-2025,maharashtra,jalgaon,425127,150,380,False
01-03-2025,chandigarh,chandigarh,160103,42,60,False
01-03-2025,uttar pradesh,firozabad,215126,186,74,False
01-03-2025,uttar pradesh,farrukhabad,207501,179,61,False
01-03-2025,chandigarh,chandigarh,160003,64,59,False
01-03-2025,tamil nadu,kancheepuram,603202,296,385,False
01-03-2025,tamil nadu,madurai,625705,149,432,False
01-03-2025,rajasthan,pratapgarh,313605,296,280,False
01-03-2025,tamil nadu,kancheepuram,603404,10,6,False
01-03-2025,uttar pradesh,fatehpur,212666,50,23,False
01-03-2025,rajasthan,banswara,327608,31,70,False
01-03-2025,west bengal,south 24 parganas,743396,27,28,False
01-03-2025,tamil nadu,chennai,600029,105,194,False
01-03-2025,bihar,sheikhpura,811315,15,29,False
01-03-2025,himachal pradesh,sirmaur,173022,246,368,False
01-03-2025,gujarat,surat,394220,22,55,False
01-03-2025,uttar pradesh,prayagraj,228411,13,12,False
01-03-2025,uttar pradesh,bulandshahr,202398,515,156,False
01-03-2025,uttar pradesh,bulandshahr,202390,847,174,False
01-03-2025,arunachal pradesh,upper siang,792061,13,25,False
01-03-2025,west bengal,purba medinipur,721168,16,31,False
01-03-2025,west bengal,bankura,722168,25,11,False
01-03-2025,bihar,lakhisarai,811315,113,105,False
01-03-2025,uttar pradesh,bulandshahr,202395,550,174,False
01-03-2025,gujarat,mahesana,384215,17,37,False
01-03-2025,tamil nadu,the nilgiris,643232,10,7,False
01-03-2025,himachal pradesh,mandi,171303,18,23,False
01-03-2025,kerala,kozhikode,673019,224,237,False
01-03-2025,jharkhand,dhanbad,828308,38,39,False
01-03-2025,mizoram,lunglei,796730,617,214,False
01-03-2025,west bengal,paschim medinipur,721141,24,24,False
01-03-2025,dadra and nagar haveli and daman and diu,daman,396210,248,169,False
01-03-2025,puducherry,puducherry,605014,29,39,False
01-03-2025,bihar,jehanabad,804454,30,39,False
01-03-2025,bihar,nalanda,803204,23,70,False
01-03-2025,bihar,bhagalpur,813129,27,47,False
01-03-2025,gujarat,surat,395345,13,18,False
01-03-2025,uttar pradesh,sambhal,243640,21,9,False
01-03-2025,chhattisgarh,kondagaon,494226,299,973,False
01-03-2025,himachal pradesh,sirmaur,173020,10,7,False
01-03-2025,uttar pradesh,lucknow,227101,198,105,False
01-03-2025,punjab,hoshiarpur,144203,51,160,False
01-03-2025,maharashtra,thane,421001,116,455,False
01-03-2025,uttar pradesh,jaunpur,223107,52,44,False
01-03-2025,uttar pradesh,jaunpur,222111,37,33,False
01-03-2025,gujarat,arvalli,383350,184,97,False
01-03-2025,uttar pradesh,mainpuri,206301,208,166,False
01-03-2025,jharkhand,ramgarh,825314,124,85,False
01-03-2025,tamil nadu,tirunelveli,627659,20,169,False
01-03-2025,karnataka,mysuru,570021,27,18,False
01-03-2025,bihar,muzaffarpur,843141,49,34,False
01-03-2025,gujarat,surat,394230,263,469,False
01-03-2025,himachal pradesh,mandi,176126,51,72,False
01-03-2025,jharkhand,godda,814145,38,23,False
01-03-2025,telangana,nalgonda,508203,37,24,False
01-03-2025,uttar pradesh,unnao,229503,125,83,False
01-03-2025,rajasthan,udaipur,313015,69,138,False
01-03-2025,tamil nadu,chengalpattu,603202,35,48,False
01-03-2025,bihar,muzaffarpur,843147,48,40,False
01-03-2025,gujarat,amreli,362730,16,23,False
01-03-2025,bihar,vaishali,844131,31,46,False
01-03-2025,bihar,vaishali,844134,26,41,False
01-03-2025,jharkhand,east singhbhum,832110,574,726,False
01-03-2025,west bengal,howrah,711416,18,29,False
01-03-2025,chhattisgarh,dakshin bastar dantewada,494441,134,324,False
01-03-2025,andhra pradesh,kurnool,518319,562,126,False
01-03-2025,uttar pradesh,lucknow,227115,988,355,False
01-03-2025,jharkhand,gumla,835324,479,620,False
01-03-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,11,26,False
01-03-2025,gujarat,gir somnath,362266,61,65,False
01-03-2025,gujarat,mahesana,382860,28,70,False
01-03-2025,gujarat,amreli,365545,46,70,False
01-03-2025,uttar pradesh,bijnor,246765,89,28,False
