,date,state,district,pincode,demo_age_5_17,demo_age_17_
33,16-12-2025,maharashtra,ahilyanagar,414111,0,2
34,16-12-2025,maharashtra,ahilyanagar,414305,0,1
35,16-12-2025,maharashtra,ahilyanagar,422604,0,2
36,16-12-2025,maharashtra,ahilyanagar,422605,0,4
37,16-12-2025,maharashtra,ahilyanagar,422610,0,2
38,16-12-2025,maharashtra,ahilyanagar,422620,0,1
39,16-12-2025,maharashtra,ahilyanagar,423109,1,1
40,16-12-2025,maharashtra,akola,444003,1,10
41,16-12-2025,maharashtra,akola,444004,2,12
42,16-12-2025,maharashtra,akola,444104,0,6
43,16-12-2025,maharashtra,akola,444501,1,22
44,16-12-2025,maharashtra,akola,444502,1,2
45,16-12-2025,maharashtra,amravati,444708,0,4
46,16-12-2025,maharashtra,amravati,444801,3,19
47,16-12-2025,maharashtra,amravati,444802,0,6
48,16-12-2025,maharashtra,amravati,444806,5,15
49,16-12-2025,maharashtra,amravati,444901,0,1
50,16-12-2025,maharashtra,beed,431122,12,130
51,16-12-2025,maharashtra,beed,431123,6,50
52,16-12-2025,maharashtra,beed,431127,4,46
53,16-12-2025,maharashtra,beed,431130,5,24
54,16-12-2025,maharashtra,beed,431515,0,34
55,16-12-2025,maharashtra,beed,431519,0,6
56,16-12-2025,maharashtra,bhandara,441104,0,1
57,16-12-2025,maharashtra,bhandara,441802,0,40
58,16-12-2025,maharashtra,bhandara,441803,0,28
59,16-12-2025,maharashtra,bhandara,441804,1,14
60,16-12-2025,maharashtra,bhandara,441905,1,10
61,16-12-2025,maharashtra,bhandara,441907,0,5
62,16-12-2025,maharashtra,bhandara,441924,0,4
63,16-12-2025,maharashtra,buldhana,443102,0,11
64,16-12-2025,maharashtra,buldhana,443401,0,7
65,16-12-2025,maharashtra,buldhana,444204,0,9
66,16-12-2025,maharashtra,buldhana,444303,1,48
67,16-12-2025,maharashtra,buldhana,444304,1,1
68,16-12-2025,maharashtra,chandrapur,441205,0,17
69,16-12-2025,maharashtra,chandrapur,441228,0,4
70,16-12-2025,maharashtra,chandrapur,442503,2,3
71,16-12-2025,maharashtra,chandrapur,442507,0,1
72,16-12-2025,maharashtra,chandrapur,442904,0,5
73,16-12-2025,maharashtra,chandrapur,442908,2,43
74,16-12-2025,maharashtra,chhatrapati sambhajinagar,423703,0,2
75,16-12-2025,maharashtra,chhatrapati sambhajinagar,431008,0,5
76,16-12-2025,maharashtra,chhatrapati sambhajinagar,431010,2,0
77,16-12-2025,maharashtra,chhatrapati sambhajinagar,431115,0,1
78,16-12-2025,maharashtra,chhatrapati sambhajinagar,431148,0,2
79,16-12-2025,maharashtra,dharashiv,413503,0,1
80,16-12-2025,maharashtra,dhule,424307,1,18
81,16-12-2025,maharashtra,dhule,425406,2,15
82,16-12-2025,maharashtra,dhule,425427,1,11
83,16-12-2025,maharashtra,gadchiroli,441217,2,20
84,16-12-2025,maharashtra,gadchiroli,442605,1,15
85,16-12-2025,maharashtra,gondia,441701,0,1
86,16-12-2025,maharashtra,gondia,441807,0,3
87,16-12-2025,maharashtra,hingoli,431509,0,10
88,16-12-2025,maharashtra,hingoli,431511,0,6
89,16-12-2025,maharashtra,hingoli,431512,6,86
90,16-12-2025,maharashtra,hingoli,431513,4,97
91,16-12-2025,maharashtra,jalgaon,424104,0,5
92,16-12-2025,maharashtra,jalgaon,424105,3,18
93,16-12-2025,maharashtra,jalgaon,424106,2,21
94,16-12-2025,maharashtra,jalgaon,424107,1,6
95,16-12-2025,maharashtra,jalgaon,424202,2,5
96,16-12-2025,maharashtra,jalgaon,424209,0,4
97,16-12-2025,maharashtra,jalgaon,425104,0,8
98,16-12-2025,maharashtra,jalgaon,425107,1,51
99,16-12-2025,maharashtra,jalgaon,425113,0,3
100,16-12-2025,maharashtra,jalgaon,425115,3,21
101,16-12-2025,maharashtra,jalgaon,425306,4,18
102,16-12-2025,maharashtra,jalgaon,425307,1,2
103,16-12-2025,maharashtra,jalgaon,425310,0,27
104,16-12-2025,maharashtra,jalgaon,425503,2,18
105,16-12-2025,maharashtra,jalgaon,425505,0,2
106,16-12-2025,maharashtra,jalgaon,425508,2,4
107,16-12-2025,uttar pradesh,bara banki,225403,1,24
108,16-12-2025,uttar pradesh,bara banki,225415,3,54
109,16-12-2025,uttar pradesh,bara banki,225416,5,22
110,16-12-2025,uttar pradesh,bareilly,243006,1,41
111,16-12-2025,uttar pradesh,bareilly,243402,2,31
112,16-12-2025,uttar pradesh,bareilly,243501,8,35
113,16-12-2025,uttar pradesh,bareilly,243503,17,166
114,16-12-2025,uttar pradesh,bareilly,243506,3,42
115,16-12-2025,uttar pradesh,basti,272124,7,28
116,16-12-2025,uttar pradesh,basti,272127,1,12
117,16-12-2025,uttar pradesh,basti,272129,4,20
118,16-12-2025,uttar pradesh,basti,272151,7,28
119,16-12-2025,uttar pradesh,basti,272161,0,16
120,16-12-2025,uttar pradesh,basti,272162,0,2
121,16-12-2025,uttar pradesh,basti,272177,1,6
122,16-12-2025,uttar pradesh,basti,272301,4,58
123,16-12-2025,uttar pradesh,bhadohi,221406,2,1
124,16-12-2025,uttar pradesh,bijnor,246725,7,122
125,16-12-2025,uttar pradesh,bijnor,246728,2,14
126,16-12-2025,uttar pradesh,bijnor,246737,1,3
127,16-12-2025,uttar pradesh,bijnor,246765,1,5
128,16-12-2025,uttar pradesh,budaun,202525,1,42
129,16-12-2025,uttar pradesh,budaun,243630,1,43
130,16-12-2025,uttar pradesh,budaun,243633,12,114
131,16-12-2025,uttar pradesh,budaun,243641,4,67
132,16-12-2025,uttar pradesh,budaun,243723,0,13
133,16-12-2025,uttar pradesh,bulandshahr,202393,10,69
134,16-12-2025,uttar pradesh,bulandshahr,202396,3,29
135,16-12-2025,uttar pradesh,bulandshahr,203002,2,12
136,16-12-2025,uttar pradesh,bulandshahr,203129,6,19
137,16-12-2025,uttar pradesh,bulandshahr,203131,19,160
138,16-12-2025,uttar pradesh,bulandshahr,203132,3,30
139,16-12-2025,uttar pradesh,bulandshahr,203141,1,13
140,16-12-2025,uttar pradesh,bulandshahr,203395,1,2
141,16-12-2025,uttar pradesh,bulandshahr,203403,0,1
142,16-12-2025,uttar pradesh,chandauli,221009,3,10
143,16-12-2025,uttar pradesh,chandauli,232118,0,38
144,16-12-2025,uttar pradesh,chitrakoot,210206,4,62
145,16-12-2025,uttar pradesh,chitrakoot,210207,5,57
146,16-12-2025,uttar pradesh,deoria,274404,8,48
147,16-12-2025,uttar pradesh,deoria,274408,4,43
148,16-12-2025,uttar pradesh,deoria,274502,4,40
149,16-12-2025,uttar pradesh,deoria,274701,10,47
150,16-12-2025,uttar pradesh,deoria,274705,3,15
151,16-12-2025,uttar pradesh,etah,207125,2,13
152,16-12-2025,uttar pradesh,etah,207243,1,1
153,16-12-2025,uttar pradesh,etah,207244,3,14
154,16-12-2025,uttar pradesh,etah,207247,9,73
155,16-12-2025,uttar pradesh,etawah,206121,1,0
156,16-12-2025,uttar pradesh,etawah,206125,0,24
157,16-12-2025,uttar pradesh,etawah,206127,3,22
158,16-12-2025,uttar pradesh,etawah,206130,3,12
159,16-12-2025,uttar pradesh,farrukhabad,207502,5,64
160,16-12-2025,uttar pradesh,farrukhabad,207505,1,44
161,16-12-2025,uttar pradesh,farrukhabad,209501,2,5
162,16-12-2025,uttar pradesh,farrukhabad,209503,0,3
163,16-12-2025,uttar pradesh,farrukhabad,209505,1,6
164,16-12-2025,uttar pradesh,farrukhabad,209601,6,71
165,16-12-2025,uttar pradesh,fatehpur,212654,0,14
166,16-12-2025,uttar pradesh,fatehpur,212661,1,36
167,16-12-2025,uttar pradesh,firozabad,205130,2,28
168,16-12-2025,uttar pradesh,firozabad,205141,3,35
169,16-12-2025,uttar pradesh,firozabad,205147,4,20
170,16-12-2025,uttar pradesh,firozabad,205152,3,46
171,16-12-2025,uttar pradesh,firozabad,205261,0,4
172,16-12-2025,uttar pradesh,firozabad,215126,4,26
173,16-12-2025,uttar pradesh,gautam buddha nagar,201304,5,57
174,16-12-2025,uttar pradesh,gautam buddha nagar,201306,7,90
175,16-12-2025,uttar pradesh,gautam buddha nagar,201310,4,50
176,16-12-2025,uttar pradesh,gautam buddha nagar,203135,4,38
177,16-12-2025,uttar pradesh,gautam buddha nagar,203155,3,22
178,16-12-2025,uttar pradesh,gautam buddha nagar,203201,2,30
179,16-12-2025,uttar pradesh,gautam buddha nagar,203203,1,9
180,16-12-2025,uttar pradesh,ghaziabad,201007,2,29
181,16-12-2025,uttar pradesh,ghaziabad,201014,15,72
182,16-12-2025,uttar pradesh,ghaziabad,245201,3,10
183,16-12-2025,uttar pradesh,ghaziabad,245304,4,88
184,16-12-2025,uttar pradesh,ghazipur,232327,0,19
185,16-12-2025,uttar pradesh,ghazipur,232330,0,2
186,16-12-2025,uttar pradesh,ghazipur,233223,0,18
187,16-12-2025,uttar pradesh,ghazipur,233232,4,11
188,16-12-2025,uttar pradesh,ghazipur,233306,0,21
189,16-12-2025,uttar pradesh,ghazipur,275203,3,39
190,16-12-2025,uttar pradesh,gonda,271125,5,15
191,16-12-2025,uttar pradesh,gonda,271126,2,15
192,16-12-2025,uttar pradesh,gonda,271313,0,20
193,16-12-2025,uttar pradesh,gonda,271402,2,19
194,16-12-2025,uttar pradesh,gonda,271502,6,50
195,16-12-2025,uttar pradesh,gonda,271503,3,41
196,16-12-2025,uttar pradesh,gorakhpur,273006,1,4
197,16-12-2025,uttar pradesh,gorakhpur,273007,7,53
198,16-12-2025,uttar pradesh,gorakhpur,273009,1,1
199,16-12-2025,uttar pradesh,gorakhpur,273016,2,54
200,16-12-2025,uttar pradesh,gorakhpur,273402,6,68
201,16-12-2025,uttar pradesh,gorakhpur,273407,6,37
202,16-12-2025,uttar pradesh,gorakhpur,273408,0,42
203,16-12-2025,uttar pradesh,gorakhpur,273411,5,24
204,16-12-2025,uttar pradesh,gorakhpur,273412,3,45
205,16-12-2025,uttar pradesh,hamirpur,210431,3,72
206,16-12-2025,uttar pradesh,hamirpur,210504,0,7
207,16-12-2025,uttar pradesh,hamirpur,210505,4,37
208,16-12-2025,uttar pradesh,hapur,201102,0,1
209,16-12-2025,uttar pradesh,hapur,245201,1,6
210,16-12-2025,uttar pradesh,hapur,245205,6,66
211,16-12-2025,uttar pradesh,hardoi,241122,3,25
212,16-12-2025,uttar pradesh,hardoi,241123,2,60
213,16-12-2025,uttar pradesh,hardoi,241126,2,32
214,16-12-2025,uttar pradesh,hardoi,241202,2,33
215,16-12-2025,uttar pradesh,hathras,202139,2,8
216,16-12-2025,uttar pradesh,hathras,204214,3,39
217,16-12-2025,uttar pradesh,hathras,281302,4,32
218,16-12-2025,uttar pradesh,hathras,281306,9,68
219,16-12-2025,uttar pradesh,jalaun,285001,6,136
220,16-12-2025,uttar pradesh,jalaun,285128,0,3
221,16-12-2025,uttar pradesh,jalaun,285202,3,20
222,16-12-2025,uttar pradesh,jalaun,285223,1,20
223,16-12-2025,uttar pradesh,jaunpur,222107,0,2
224,16-12-2025,uttar pradesh,jaunpur,222108,0,5
225,16-12-2025,uttar pradesh,jaunpur,222112,0,5
226,16-12-2025,uttar pradesh,jaunpur,222128,0,19
227,16-12-2025,uttar pradesh,jaunpur,222131,3,20
228,16-12-2025,uttar pradesh,jaunpur,222139,6,77
229,16-12-2025,uttar pradesh,jaunpur,222180,2,30
230,16-12-2025,uttar pradesh,jhansi,284001,5,51
231,16-12-2025,uttar pradesh,jhansi,284201,1,18
232,16-12-2025,uttar pradesh,jhansi,284203,3,27
233,16-12-2025,uttar pradesh,jhansi,284205,5,63
234,16-12-2025,uttar pradesh,jhansi,284302,1,10
235,16-12-2025,uttar pradesh,jhansi,284303,4,37
236,16-12-2025,uttar pradesh,jhansi,284305,0,1
237,16-12-2025,uttar pradesh,jhansi,284306,2,15
238,16-12-2025,uttar pradesh,jhansi,284419,2,22
239,16-12-2025,uttar pradesh,kannauj,209721,10,72
240,16-12-2025,uttar pradesh,kannauj,209726,0,13
241,16-12-2025,uttar pradesh,kannauj,209729,5,12
242,16-12-2025,uttar pradesh,kanpur dehat,209111,2,40
243,16-12-2025,uttar pradesh,kanpur nagar,208014,3,47
244,16-12-2025,uttar pradesh,kanpur nagar,208025,1,22
245,16-12-2025,uttar pradesh,kanpur nagar,209206,7,81
246,16-12-2025,uttar pradesh,kanpur nagar,209214,2,37
247,16-12-2025,uttar pradesh,kanpur nagar,209401,4,33
248,16-12-2025,uttar pradesh,kasganj,207123,11,80
249,16-12-2025,uttar pradesh,kasganj,207243,7,60
250,16-12-2025,uttar pradesh,kaushambi,211011,0,1
251,16-12-2025,uttar pradesh,kaushambi,212203,4,25
252,16-12-2025,uttar pradesh,kaushambi,212216,13,73
253,16-12-2025,uttar pradesh,kheri,262803,1,18
254,16-12-2025,uttar pradesh,kheri,262902,8,96
255,16-12-2025,uttar pradesh,kheri,271855,0,2
256,16-12-2025,uttar pradesh,kushinagar,274306,6,67
257,16-12-2025,uttar pradesh,kushinagar,274408,0,3
258,16-12-2025,uttar pradesh,kushinagar,274802,8,93
259,16-12-2025,uttar pradesh,lalitpur,284124,2,31
260,16-12-2025,uttar pradesh,lalitpur,284402,2,20
261,16-12-2025,uttar pradesh,lucknow,226002,6,96
262,16-12-2025,uttar pradesh,lucknow,226003,16,347
263,16-12-2025,uttar pradesh,lucknow,226018,3,46
264,16-12-2025,uttar pradesh,lucknow,226022,2,37
265,16-12-2025,uttar pradesh,lucknow,226025,1,20
266,16-12-2025,uttar pradesh,lucknow,226029,5,20
267,16-12-2025,uttar pradesh,lucknow,226101,2,49
268,16-12-2025,uttar pradesh,lucknow,227111,2,38
269,16-12-2025,uttar pradesh,lucknow,227125,3,42
270,16-12-2025,uttar pradesh,mahoba,210421,0,30
271,16-12-2025,uttar pradesh,mahoba,210423,0,32
272,16-12-2025,uttar pradesh,mainpuri,205264,4,38
273,16-12-2025,uttar pradesh,mainpuri,205301,0,1
274,16-12-2025,uttar pradesh,mathura,281122,9,49
275,16-12-2025,uttar pradesh,mathura,281201,4,25
276,16-12-2025,uttar pradesh,mathura,281206,3,19
277,16-12-2025,uttar pradesh,mau,275102,4,26
278,16-12-2025,uttar pradesh,mau,275306,2,16
279,16-12-2025,uttar pradesh,mau,275307,2,7
280,16-12-2025,uttar pradesh,mau,276405,0,23
281,16-12-2025,uttar pradesh,meerut,250103,2,33
282,16-12-2025,uttar pradesh,meerut,250205,3,20
283,16-12-2025,uttar pradesh,meerut,250344,2,32
284,16-12-2025,uttar pradesh,meerut,250404,5,38
285,16-12-2025,uttar pradesh,meerut,250501,2,56
286,16-12-2025,uttar pradesh,mirzapur,231301,2,38
287,16-12-2025,uttar pradesh,mirzapur,231312,7,33
288,16-12-2025,uttar pradesh,moradabad,202411,5,98
289,16-12-2025,uttar pradesh,moradabad,244001,29,510
290,16-12-2025,uttar pradesh,moradabad,244501,11,117
291,16-12-2025,uttar pradesh,muzaffarnagar,247776,0,6
292,16-12-2025,uttar pradesh,muzaffarnagar,251002,3,150
293,16-12-2025,uttar pradesh,muzaffarnagar,251306,3,30
294,16-12-2025,uttar pradesh,muzaffarnagar,251316,2,39
295,16-12-2025,uttar pradesh,muzaffarnagar,251327,1,39
296,16-12-2025,uttar pradesh,pilibhit,262001,16,219
297,16-12-2025,uttar pradesh,pilibhit,262202,5,35
298,16-12-2025,uttar pradesh,pilibhit,262302,0,2
299,16-12-2025,uttar pradesh,pratapgarh,230125,0,25
300,16-12-2025,uttar pradesh,pratapgarh,230128,7,38
301,16-12-2025,uttar pradesh,pratapgarh,230132,2,43
302,16-12-2025,uttar pradesh,pratapgarh,230135,2,44
303,16-12-2025,uttar pradesh,pratapgarh,230138,0,18
304,16-12-2025,uttar pradesh,pratapgarh,230402,6,64
305,16-12-2025,uttar pradesh,pratapgarh,230405,1,15
306,16-12-2025,uttar pradesh,pratapgarh,230502,3,17
307,16-12-2025,uttar pradesh,prayagraj,211001,0,7
308,16-12-2025,uttar pradesh,prayagraj,211003,1,34
309,16-12-2025,uttar pradesh,prayagraj,211004,0,3
310,16-12-2025,uttar pradesh,prayagraj,211010,0,2
311,16-12-2025,uttar pradesh,prayagraj,211012,3,10
312,16-12-2025,uttar pradesh,prayagraj,211013,0,3
313,16-12-2025,uttar pradesh,prayagraj,211016,1,18
314,16-12-2025,uttar pradesh,prayagraj,212405,0,3
315,16-12-2025,uttar pradesh,prayagraj,212502,0,9
316,16-12-2025,uttar pradesh,prayagraj,221502,1,11
317,16-12-2025,uttar pradesh,prayagraj,221503,3,13
318,16-12-2025,uttar pradesh,rae bareli,229201,1,11
319,16-12-2025,uttar pradesh,rae bareli,229216,1,10
320,16-12-2025,uttar pradesh,rae bareli,229309,1,0
321,16-12-2025,uttar pradesh,rae bareli,229311,0,8
322,16-12-2025,uttar pradesh,rae bareli,229402,4,26
323,16-12-2025,uttar pradesh,rae bareli,229801,0,1
324,16-12-2025,uttar pradesh,rampur,202411,1,4
325,16-12-2025,uttar pradesh,rampur,244921,8,121
326,16-12-2025,uttar pradesh,rampur,244922,8,108
327,16-12-2025,uttar pradesh,saharanpur,247231,3,51
328,16-12-2025,uttar pradesh,saharanpur,247232,5,42
329,16-12-2025,uttar pradesh,saharanpur,247343,3,9
330,16-12-2025,uttar pradesh,saharanpur,247451,6,88
331,16-12-2025,uttar pradesh,saharanpur,247551,8,53
332,16-12-2025,uttar pradesh,saharanpur,247670,0,6
333,16-12-2025,uttar pradesh,sambhal,202412,13,89
334,16-12-2025,uttar pradesh,sambhal,244242,1,10
335,16-12-2025,uttar pradesh,sambhal,244304,9,66
336,16-12-2025,uttar pradesh,sambhal,244414,0,2
337,16-12-2025,uttar pradesh,sant kabir nagar,272162,7,49
338,16-12-2025,uttar pradesh,sant kabir nagar,272164,4,39
339,16-12-2025,uttar pradesh,shahjahanpur,242042,5,64
340,16-12-2025,uttar pradesh,shahjahanpur,242405,3,19
341,16-12-2025,uttar pradesh,shamli,247776,9,138
342,16-12-2025,uttar pradesh,shrawasti,271821,2,30
343,16-12-2025,uttar pradesh,shrawasti,271835,1,46
344,16-12-2025,uttar pradesh,shrawasti,271845,4,79
345,16-12-2025,uttar pradesh,shrawasti,271865,0,10
346,16-12-2025,uttar pradesh,siddharthnagar,272195,0,22
347,16-12-2025,uttar pradesh,siddharthnagar,272204,2,27
348,16-12-2025,uttar pradesh,sitapur,261131,2,41
349,16-12-2025,uttar pradesh,sitapur,261135,13,111
350,16-12-2025,uttar pradesh,sitapur,261141,6,77
351,16-12-2025,uttar pradesh,sitapur,261202,6,50
352,16-12-2025,uttar pradesh,sitapur,261204,1,52
353,16-12-2025,uttar pradesh,sitapur,261205,6,65
354,16-12-2025,uttar pradesh,sitapur,261206,6,27
355,16-12-2025,uttar pradesh,sitapur,261301,5,39
356,16-12-2025,uttar pradesh,sitapur,261404,0,7
357,16-12-2025,uttar pradesh,sonbhadra,231217,0,17
358,16-12-2025,uttar pradesh,sonbhadra,231222,0,9
359,16-12-2025,uttar pradesh,sonbhadra,231223,1,32
360,16-12-2025,uttar pradesh,sultanpur,227805,5,37
361,16-12-2025,uttar pradesh,sultanpur,227808,9,64
362,16-12-2025,uttar pradesh,sultanpur,227817,0,1
363,16-12-2025,uttar pradesh,sultanpur,228120,1,6
364,16-12-2025,uttar pradesh,sultanpur,228125,4,22
365,16-12-2025,uttar pradesh,sultanpur,228131,4,47
366,16-12-2025,uttar pradesh,sultanpur,228151,3,27
367,16-12-2025,uttar pradesh,sultanpur,228171,4,40
368,16-12-2025,uttar pradesh,sultanpur,228172,0,3
369,16-12-2025,uttar pradesh,unnao,209506,1,19
370,16-12-2025,uttar pradesh,unnao,209821,5,69
371,16-12-2025,uttar pradesh,unnao,209867,0,3
372,16-12-2025,uttar pradesh,unnao,209871,0,3
373,16-12-2025,uttar pradesh,unnao,241501,7,96
374,16-12-2025,uttar pradesh,unnao,241504,8,95
375,16-12-2025,uttar pradesh,varanasi,221011,2,37
376,16-12-2025,uttar pradesh,varanasi,221103,1,11
377,16-12-2025,uttar pradesh,varanasi,221105,3,46
378,16-12-2025,uttar pradesh,varanasi,221108,0,31
379,16-12-2025,uttar pradesh,varanasi,221111,1,3
380,16-12-2025,uttar pradesh,varanasi,221116,2,5
381,16-12-2025,uttar pradesh,varanasi,221206,10,21
382,16-12-2025,uttar pradesh,varanasi,221305,3,8
383,16-12-2025,uttarakhand,almora,263659,0,2
384,16-12-2025,uttarakhand,almora,263660,0,1
385,16-12-2025,uttarakhand,almora,263661,0,6
386,16-12-2025,uttarakhand,almora,263664,0,2
387,16-12-2025,uttarakhand,bageshwar,263640,0,4
388,16-12-2025,uttarakhand,chamoli,246401,0,5
389,16-12-2025,uttarakhand,chamoli,246435,2,9
390,16-12-2025,uttarakhand,chamoli,246446,0,1
391,16-12-2025,uttarakhand,dehradun,248001,7,139
392,16-12-2025,uttarakhand,dehradun,248005,0,13
393,16-12-2025,uttarakhand,dehradun,248008,2,20
394,16-12-2025,uttarakhand,dehradun,248013,0,5
395,16-12-2025,uttarakhand,dehradun,248165,0,1
396,16-12-2025,uttarakhand,dehradun,248195,0,1
397,16-12-2025,uttarakhand,dehradun,248198,0,22
398,16-12-2025,uttarakhand,dehradun,248199,2,18
399,16-12-2025,uttarakhand,dehradun,249201,2,27
400,16-12-2025,uttarakhand,dehradun,249203,0,3
401,16-12-2025,uttarakhand,haridwar,246763,3,10
402,16-12-2025,uttarakhand,haridwar,247665,1,19
403,16-12-2025,uttarakhand,haridwar,247666,2,23
404,16-12-2025,uttarakhand,haridwar,247667,15,150
405,16-12-2025,uttarakhand,haridwar,249403,4,25
406,16-12-2025,uttarakhand,haridwar,249404,1,29
407,16-12-2025,uttarakhand,haridwar,249410,0,4
408,16-12-2025,uttarakhand,nainital,244715,4,50
409,16-12-2025,uttarakhand,nainital,263132,0,25
410,16-12-2025,uttarakhand,nainital,263141,1,3
411,16-12-2025,uttarakhand,nainital,263157,0,4
412,16-12-2025,uttarakhand,nainital,263158,1,7
413,16-12-2025,uttarakhand,pauri garhwal,246130,0,9
414,16-12-2025,uttarakhand,pauri garhwal,246131,0,1
415,16-12-2025,uttarakhand,pauri garhwal,246155,1,11
416,16-12-2025,uttarakhand,pauri garhwal,246165,0,2
417,16-12-2025,uttarakhand,pauri garhwal,246172,0,8
418,16-12-2025,uttarakhand,pauri garhwal,246173,1,4
419,16-12-2025,uttarakhand,pauri garhwal,246177,0,2
420,16-12-2025,uttarakhand,pithoragarh,262502,0,3
421,16-12-2025,uttarakhand,pithoragarh,262520,0,2
422,16-12-2025,uttarakhand,pithoragarh,262533,0,1
423,16-12-2025,uttarakhand,pithoragarh,262545,2,16
424,16-12-2025,uttarakhand,pithoragarh,262552,2,7
425,16-12-2025,uttarakhand,pithoragarh,262554,1,5
426,16-12-2025,uttarakhand,tehri garhwal,249137,1,7
427,16-12-2025,uttarakhand,tehri garhwal,249199,1,4
428,16-12-2025,uttarakhand,udham singh nagar,262308,4,66
429,16-12-2025,uttarakhand,udham singh nagar,263152,3,49
430,16-12-2025,west bengal,howrah,711316,0,1
431,16-12-2025,west bengal,alipurduar,735216,1,3
432,16-12-2025,west bengal,alipurduar,735220,3,3
433,16-12-2025,west bengal,alipurduar,736203,1,2
434,16-12-2025,west bengal,bankura,722102,0,5
435,16-12-2025,west bengal,bankura,722140,3,26
436,16-12-2025,west bengal,bankura,722146,0,10
437,16-12-2025,west bengal,bankura,722153,2,7
438,16-12-2025,west bengal,bankura,722157,3,15
439,16-12-2025,west bengal,bankura,722161,0,2
440,16-12-2025,west bengal,bankura,722181,0,1
441,16-12-2025,west bengal,bankura,722182,1,6
442,16-12-2025,west bengal,bankura,722207,6,46
443,16-12-2025,west bengal,bankura,723168,1,2
444,16-12-2025,west bengal,birbhum,731124,4,28
445,16-12-2025,west bengal,birbhum,731125,4,11
446,16-12-2025,west bengal,birbhum,731126,1,31
447,16-12-2025,west bengal,birbhum,731129,1,21
448,16-12-2025,west bengal,birbhum,731201,2,24
449,16-12-2025,west bengal,birbhum,731204,1,34
450,16-12-2025,west bengal,birbhum,731222,2,14
451,16-12-2025,west bengal,birbhum,731234,1,35
452,16-12-2025,west bengal,birbhum,731237,5,30
453,16-12-2025,west bengal,birbhum,731238,4,36
454,16-12-2025,west bengal,cooch behar,735231,1,0
455,16-12-2025,west bengal,cooch behar,735303,8,18
456,16-12-2025,west bengal,cooch behar,736131,3,8
457,16-12-2025,west bengal,cooch behar,736135,5,47
458,16-12-2025,west bengal,cooch behar,736146,10,22
459,16-12-2025,west bengal,cooch behar,736156,1,19
460,16-12-2025,west bengal,cooch behar,736172,5,16
461,16-12-2025,west bengal,cooch behar,736179,0,6
462,16-12-2025,west bengal,cooch behar,736204,0,1
463,16-12-2025,west bengal,dakshin dinajpur,733103,2,35
464,16-12-2025,west bengal,dakshin dinajpur,733121,5,28
465,16-12-2025,west bengal,dakshin dinajpur,733127,1,29
466,16-12-2025,west bengal,dakshin dinajpur,733131,0,2
467,16-12-2025,west bengal,dakshin dinajpur,733151,0,7
468,16-12-2025,west bengal,dakshin dinajpur,733153,0,5
469,16-12-2025,west bengal,dakshin dinajpur,733155,0,1
470,16-12-2025,west bengal,darjeeling,734001,0,22
471,16-12-2025,west bengal,darjeeling,734104,0,7
472,16-12-2025,west bengal,darjeeling,734105,0,4
473,16-12-2025,west bengal,darjeeling,734217,0,5
474,16-12-2025,west bengal,darjeeling,734227,0,4
475,16-12-2025,west bengal,darjeeling,734311,0,4
476,16-12-2025,west bengal,darjeeling,734315,0,5
477,16-12-2025,west bengal,darjeeling,734421,0,1
478,16-12-2025,west bengal,darjeeling,734429,0,26
479,16-12-2025,west bengal,darjeeling,735231,0,5
480,16-12-2025,west bengal,hooghly,712101,1,20
